2011-01-01,597
2011-01-02,042
2011-01-03,476
2011-01-04,462
2011-01-05,773
2011-01-06,971
2011-01-07,588
2011-01-08,635
2011-01-09,915
2011-01-10,236
2011-01-11,305
2011-01-12,742
2011-01-13,719
2011-01-14,081
2011-01-15,593
2011-01-16,987
2011-01-17,851
2011-01-18,274
2011-01-19,418
2011-01-20,129
2011-01-21,403
2011-01-22,479
2011-01-23,616
2011-01-24,116
2011-01-25,957
2011-01-26,456
2011-01-27,026
2011-01-28,252
2011-01-29,752
2011-01-30,578
2011-01-31,474
2011-02-01,955
2011-02-02,520
2011-02-03,885
2011-02-04,566
2011-02-05,650
2011-02-06,100
2011-02-07,753
2011-02-08,806
2011-02-09,879
2011-02-10,765
2011-02-11,925
2011-02-12,491
2011-02-13,729
2011-02-14,641
2011-02-15,377
2011-02-16,180
2011-02-17,504
2011-02-18,174
2011-02-19,244
2011-02-20,821
2011-02-21,099
2011-02-22,993
2011-02-23,733
2011-02-24,212
2011-02-25,566
2011-02-26,592
2011-02-27,181
2011-02-28,731
2011-03-01,268
2011-03-02,887
2011-03-03,762
2011-03-04,106
2011-03-05,990
2011-03-06,022
2011-03-07,679
2011-03-08,127
2011-03-09,014
2011-03-10,903
2011-03-11,342
2011-03-12,799
2011-03-13,654
2011-03-14,026
2011-03-15,967
2011-03-16,534
2011-03-17,295
2011-03-18,189
2011-03-19,841
2011-03-20,522
2011-03-21,233
2011-03-22,465
2011-03-23,894
2011-03-24,065
2011-03-25,421
2011-03-26,815
2011-03-27,051
2011-03-28,660
2011-03-29,286
2011-03-30,700
2011-03-31,462
2011-04-01,671
2011-04-02,600
2011-04-03,561
2011-04-04,284
2011-04-05,191
2011-04-06,151
2011-04-07,916
2011-04-08,848
2011-04-09,769
2011-04-10,808
2011-04-11,074
2011-04-12,776
2011-04-13,410
2011-04-14,193
2011-04-15,687
2011-04-16,462
2011-04-17,060
2011-04-18,480
2011-04-19,345
2011-04-20,329
2011-04-21,504
2011-04-22,498
2011-04-23,733
2011-04-24,209
2011-04-25,881
2011-04-26,271
2011-04-27,708
2011-04-28,297
2011-04-29,930
2011-04-30,943
2011-05-01,086
2011-05-02,679
2011-05-03,136
2011-05-04,309
2011-05-05,564
2011-05-06,665
2011-05-07,335
2011-05-08,131
2011-05-09,811
2011-05-10,768
2011-05-11,611
2011-05-12,120
2011-05-13,161
2011-05-14,841
2011-05-15,205
2011-05-16,088
2011-05-17,441
2011-05-18,228
2011-05-19,832
2011-05-20,727
2011-05-21,630
2011-05-22,269
2011-05-23,234
2011-05-24,705
2011-05-25,371
2011-05-26,903
2011-05-27,030
2011-05-28,077
2011-05-29,954
2011-05-30,236
2011-05-31,968
2011-06-01,723
2011-06-02,561
2011-06-03,241
2011-06-04,010
2011-06-05,880
2011-06-06,878
2011-06-07,244
2011-06-08,063
2011-06-09,393
2011-06-10,945
2011-06-11,356
2011-06-12,946
2011-06-13,565
2011-06-14,558
2011-06-15,432
2011-06-16,930
2011-06-17,558
2011-06-18,061
2011-06-19,836
2011-06-20,315
2011-06-21,347
2011-06-22,884
2011-06-23,233
2011-06-24,414
2011-06-25,374
2011-06-26,013
2011-06-27,587
2011-06-28,089
2011-06-29,029
2011-06-30,468
2011-07-01,369
2011-07-02,900
2011-07-03,808
2011-07-04,774
2011-07-05,719
2011-07-06,612
2011-07-07,388
2011-07-08,218
2011-07-09,726
2011-07-10,164
2011-07-11,582
2011-07-12,923
2011-07-13,209
2011-07-14,340
2011-07-15,094
2011-07-16,883
2011-07-17,691
2011-07-18,280
2011-07-19,559
2011-07-20,318
2011-07-21,231
2011-07-22,402
2011-07-23,081
2011-07-24,813
2011-07-25,276
2011-07-26,553
2011-07-27,351
2011-07-28,197
2011-07-29,509
2011-07-30,350
2011-07-31,064
2011-08-01,408
2011-08-02,665
2011-08-03,019
2011-08-04,769
2011-08-05,955
2011-08-06,069
2011-08-07,649
2011-08-08,276
2011-08-09,929
2011-08-10,504
2011-08-11,278
2011-08-12,078
2011-08-13,153
2011-08-14,641
2011-08-15,282
2011-08-16,688
2011-08-17,797
2011-08-18,768
2011-08-19,374
2011-08-20,171
2011-08-21,883
2011-08-22,656
2011-08-23,998
2011-08-24,730
2011-08-25,851
2011-08-26,902
2011-08-27,340
2011-08-28,217
2011-08-29,593
2011-08-30,728
2011-08-31,228
2011-09-01,539
2011-09-02,268
2011-09-03,798
2011-09-04,099
2011-09-05,911
2011-09-06,675
2011-09-07,552
2011-09-08,862
2011-09-09,033
2011-09-10,593
2011-09-11,543
2011-09-12,223
2011-09-13,619
2011-09-14,908
2011-09-15,336
2011-09-16,946
2011-09-17,764
2011-09-18,492
2011-09-19,074
2011-09-20,763
2011-09-21,561
2011-09-22,210
2011-09-23,609
2011-09-24,809
2011-09-25,630
2011-09-26,342
2011-09-27,317
2011-09-28,839
2011-09-29,253
2011-09-30,455
2011-10-01,094
2011-10-02,514
2011-10-03,210
2011-10-04,979
2011-10-05,435
2011-10-06,280
2011-10-07,741
2011-10-08,577
2011-10-09,546
2011-10-10,518
2011-10-11,903
2011-10-12,919
2011-10-13,515
2011-10-14,701
2011-10-15,700
2011-10-16,935
2011-10-17,405
2011-10-18,699
2011-10-19,448
2011-10-20,195
2011-10-21,132
2011-10-22,279
2011-10-23,416
2011-10-24,994
2011-10-25,156
2011-10-26,172
2011-10-27,925
2011-10-28,129
2011-10-29,301
2011-10-30,451
2011-10-31,205
2011-11-01,399
2011-11-02,441
2011-11-03,261
2011-11-04,791
2011-11-05,823
2011-11-06,807
2011-11-07,334
2011-11-08,582
2011-11-09,559
2011-11-10,058
2011-11-11,347
2011-11-12,036
2011-11-13,884
2011-11-14,827
2011-11-15,341
2011-11-16,429
2011-11-17,392
2011-11-18,626
2011-11-19,562
2011-11-20,796
2011-11-21,444
2011-11-22,497
2011-11-23,029
2011-11-24,586
2011-11-25,268
2011-11-26,420
2011-11-27,866
2011-11-28,114
2011-11-29,525
2011-11-30,961
2011-12-01,861
2011-12-02,933
2011-12-03,360
2011-12-04,185
2011-12-05,131
2011-12-06,295
2011-12-07,116
2011-12-08,820
2011-12-09,075
2011-12-10,652
2011-12-11,856
2011-12-12,118
2011-12-13,844
2011-12-14,050
2011-12-15,423
2011-12-16,445
2011-12-17,095
2011-12-18,859
2011-12-19,369
2011-12-20,730
2011-12-21,681
2011-12-22,396
2011-12-23,676
2011-12-24,097
2011-12-25,818
2011-12-26,467
2011-12-27,246
2011-12-28,171
2011-12-29,574
2011-12-30,673
2011-12-31,122
2012-01-01,182
2012-01-02,126
2012-01-03,582
2012-01-04,384
2012-01-05,132
2012-01-06,650
2012-01-07,519
2012-01-08,476
2012-01-09,781
2012-01-10,650
2012-01-11,912
2012-01-12,828
2012-01-13,740
2012-01-14,899
2012-01-15,166
2012-01-16,128
2012-01-17,338
2012-01-18,860
2012-01-19,504
2012-01-20,964
2012-01-21,696
2012-01-22,733
2012-01-23,601
2012-01-24,025
2012-01-25,350
2012-01-26,700
2012-01-27,230
2012-01-28,546
2012-01-29,087
2012-01-30,311
2012-01-31,757
2012-02-01,524
2012-02-02,873
2012-02-03,395
2012-02-04,397
2012-02-05,957
2012-02-06,490
2012-02-07,833
2012-02-08,158
2012-02-09,333
2012-02-10,229
2012-02-11,956
2012-02-12,925
2012-02-13,043
2012-02-14,313
2012-02-15,709
2012-02-16,052
2012-02-17,272
2012-02-18,345
2012-02-19,582
2012-02-20,716
2012-02-21,306
2012-02-22,321
2012-02-23,510
2012-02-24,407
2012-02-25,290
2012-02-26,517
2012-02-27,211
2012-02-28,767
2012-02-29,495
2012-03-01,875
2012-03-02,968
2012-03-03,715
2012-03-04,121
2012-03-05,723
2012-03-06,026
2012-03-07,723
2012-03-08,502
2012-03-09,834
2012-03-10,445
2012-03-11,883
2012-03-12,156
2012-03-13,087
2012-03-14,487
2012-03-15,932
2012-03-16,419
2012-03-17,148
2012-03-18,214
2012-03-19,424
2012-03-20,555
2012-03-21,803
2012-03-22,256
2012-03-23,195
2012-03-24,189
2012-03-25,054
2012-03-26,039
2012-03-27,965
2012-03-28,259
2012-03-29,918
2012-03-30,714
2012-03-31,708
2012-04-01,227
2012-04-02,469
2012-04-03,299
2012-04-04,131
2012-04-05,170
2012-04-06,467
2012-04-07,695
2012-04-08,431
2012-04-09,776
2012-04-10,665
2012-04-11,958
2012-04-12,096
2012-04-13,790
2012-04-14,109
2012-04-15,106
2012-04-16,297
2012-04-17,513
2012-04-18,586
2012-04-19,822
2012-04-20,861
2012-04-21,145
2012-04-22,536
2012-04-23,499
2012-04-24,447
2012-04-25,386
2012-04-26,431
2012-04-27,824
2012-04-28,780
2012-04-29,578
2012-04-30,205
2012-05-01,728
2012-05-02,583
2012-05-03,504
2012-05-04,093
2012-05-05,170
2012-05-06,182
2012-05-07,184
2012-05-08,787
2012-05-09,718
2012-05-10,897
2012-05-11,710
2012-05-12,038
2012-05-13,141
2012-05-14,744
2012-05-15,524
2012-05-16,690
2012-05-17,692
2012-05-18,099
2012-05-19,934
2012-05-20,952
2012-05-21,486
2012-05-22,367
2012-05-23,530
2012-05-24,270
2012-05-25,189
2012-05-26,523
2012-05-27,548
2012-05-28,795
2012-05-29,072
2012-05-30,947
2012-05-31,545
2012-06-01,674
2012-06-02,170
2012-06-03,417
2012-06-04,608
2012-06-05,248
2012-06-06,790
2012-06-07,498
2012-06-08,655
2012-06-09,282
2012-06-10,018
2012-06-11,604
2012-06-12,038
2012-06-13,290
2012-06-14,453
2012-06-15,233
2012-06-16,217
2012-06-17,244
2012-06-18,543
2012-06-19,659
2012-06-20,995
2012-06-21,843
2012-06-22,728
2012-06-23,868
2012-06-24,913
2012-06-25,066
2012-06-26,323
2012-06-27,948
2012-06-28,887
2012-06-29,596
2012-06-30,832
2012-07-01,219
2012-07-02,851
2012-07-03,019
2012-07-04,589
2012-07-05,493
2012-07-06,917
2012-07-07,431
2012-07-08,097
2012-07-09,964
2012-07-10,191
2012-07-11,619
2012-07-12,770
2012-07-13,529
2012-07-14,558
2012-07-15,659
2012-07-16,252
2012-07-17,892
2012-07-18,611
2012-07-19,497
2012-07-20,935
2012-07-21,805
2012-07-22,354
2012-07-23,899
2012-07-24,437
2012-07-25,746
2012-07-26,133
2012-07-27,409
2012-07-28,046
2012-07-29,984
2012-07-30,906
2012-07-31,395
2012-08-01,783
2012-08-02,452
2012-08-03,169
2012-08-04,134
2012-08-05,257
2012-08-06,536
2012-08-07,073
2012-08-08,460
2012-08-09,026
2012-08-10,911
2012-08-11,263
2012-08-12,400
2012-08-13,467
2012-08-14,897
2012-08-15,699
2012-08-16,296
2012-08-17,116
2012-08-18,916
2012-08-19,579
2012-08-20,249
2012-08-21,861
2012-08-22,548
2012-08-23,469
2012-08-24,540
2012-08-25,136
2012-08-26,349
2012-08-27,635
2012-08-28,852
2012-08-29,533
2012-08-30,131
2012-08-31,370
2012-09-01,640
2012-09-02,973
2012-09-03,195
2012-09-04,873
2012-09-05,806
2012-09-06,927
2012-09-07,569
2012-09-08,844
2012-09-09,404
2012-09-10,125
2012-09-11,110
2012-09-12,260
2012-09-13,790
2012-09-14,455
2012-09-15,609
2012-09-16,565
2012-09-17,532
2012-09-18,394
2012-09-19,185
2012-09-20,821
2012-09-21,054
2012-09-22,150
2012-09-23,954
2012-09-24,616
2012-09-25,818
2012-09-26,538
2012-09-27,265
2012-09-28,849
2012-09-29,502
2012-09-30,960
2012-10-01,260
2012-10-02,947
2012-10-03,437
2012-10-04,591
2012-10-05,328
2012-10-06,584
2012-10-07,218
2012-10-08,856
2012-10-09,856
2012-10-10,135
2012-10-11,401
2012-10-12,597
2012-10-13,342
2012-10-14,241
2012-10-15,447
2012-10-16,851
